"受ける","うける","自，他下一","获得；接住、挡住；接收（邀请、要求）；接收；上课、接收考试；遭到；相应、接受；继"
"動かす","うごかす","他五","使活动、开动、移动；变更；使感动、施加影响；使行动；影响"
"動く","うごく","自五","动、晃动；转动、开动；摇晃；活动；（受到影响）行动；变更；变动"
"牛","うし","名","牛"
"失う","うしなう","他五","失去、丧失；错过；丧、亡"
"後ろ","うしろ","名","后面；后背"
"薄い","うすい","形","薄的；色、味淡；（浓度、密度）低；程度低、缺乏"
"嘘","うそ","名","谎言；错误；不合适、不合时宜"
"歌う","うたう","他五","唱、唱歌；做诗（歌）；鸟儿鸣唱"
"疑う","うたがう","他五","猜疑；担心、怀疑；嫌疑"
"疑わしい","うたがわしい","形","可疑"
"家","うち","名","房屋；自己的家（庭）"
"内","うち","名","里面、内；内心；自己所在的组织或团体；在一定的范围、区域之内；（时间）以内；处于"
"打ち合わせる","うちあわせる","他下一","使相碰、互击；商量"
"打つ","うつ","自他五","打、敲响；敲打；击（球）；击（键盘）；注射；撒；（围棋等）下子；令人感动、打动"
"うっかり","うっかり","副，サ変","迷糊、心不在焉；疏忽"
"美しい","うつくしい","形","美好的、优美的；高尚的"
"移す","うつす","他五","移动；调动工作、转校；转移（注意力）；移交；改变状态；传染"
"写す，映す","うつす","他五","誊写、抄写；拍照；描写"
"訴える","うったえる","他下一","控告、诉讼；主张；诉诸于……；感动、打动"
"移る","うつる","自五","迁移、搬动；（地位等）发生变化；变迁；（话题、兴趣发生）变化；传染；熏上、染上"
"写る，映る","うつる","自五","映、照；被拍摄；照相"
"促す","うながす","他五","催促、敦促；促进、劝说"
"奪う","うばう","他五","抢夺；强烈吸引、迷人"
"馬","うま","名","马"
"旨い","うまい","形","美味的；高明、擅长；方便、顺利"
"生まれる","うまれる","自下一","出生、诞生；产生、出现"
"海","うみ","名","海"
"生む，産む","うむ","他五","生、产；产生、产出"
"埋める","うめる","他下一","埋入；填满；满满的；填补；（往热水里）兑凉水"
"裏","うら","名","里面；反面、背面；货币的背面；衣服等的里子；鞋底；后面；内幕；幕后"
"裏切る","うらぎる","他五","不守信条、背叛；辜负、与期待相反"
"恨む","うらむ","他五","怨恨、抱怨"
"羨ましい","うらやましい","形","羡慕"
"売る","うる","他五","卖、出售；沽名、扬名、出卖、背叛；找碴、挑起"
"潤う","うるおう","自五","湿润；受益、受惠"
"煩い，五月蠅い","うるさい","形","吵闹；讨厌、烦人；纠缠不休；议论纷纷"
"嬉しい","うれしい","形","高兴、快活"
"うろうろ","うろうろ","副，サ変","徘徊、彷徨；心神不安、不知所措"
"噂","うわさ","名","闲谈、传言、风言风语"
"運転","うんてん","名，サ変","驾驶；操纵、运转；周转"
"運動","うんどう","名，サ変","运动"
"運命","うんめい","名","命运"
"絵","え","名","绘画，画面"
"映画","えいが","名","电影"
"影響","えいきょう","名，サ変","影响"
"営業","えいぎょう","名，サ変","营业"
"英語","えいご","名","英语"
"描く","えがく","他五","画、描绘；造型；表现；想象"
"駅","えき","名","车站"
"閲覧","えつらん","名，サ変","阅览"
"偉い","えらい","形","杰出、卓越；地位（身份）高；（出乎意料地）严重、厉害"
"選ぶ","えらぶ","他五","挑选；看中；选拔；选举"
"得る","える","他下一","（通过努力、手段等）得到；能、可能"
"円","えん","名","圆形；日元"
"演じる","えんじる","他上一","上演、演出；做出（坏事等）、扮演"
"延長","えんちょう","名，サ変","延长；延长时间；全长；延长线"
"遠慮","えんりょ","名，自サ","远虑；礼让、谦虚；客气；谢绝"
"美味しい","おいしい","形","味美、好吃；有魅力"
"追う","おう","他五","追赶犯人、猎物等；驱赶；轰走；驱逐、清除；追求；按照顺序、随着时间"
"負う","おう","他五","背负；接受、担任责任；多亏、借助于；受伤"
"応援","おうえん","名，サ変","支持；声源、从旁助威"
"応接","おうせつ","名，サ変","接待"
"応募","おうぼ","名，サ変","应聘、应征"
"応用","おうよう","名，サ変","应用"
"多い","おおい","形","数量多；次数多、程度深"
"覆う","おおう","他五","蒙上、盖上；充满；包藏、掩饰；笼罩"
"大きい","おおきい","形","大的、个子高的；数目大；音量大；年长的；成长、长大；（规模等）大；夸大、夸张；显"
"大きな","おおきな","連体","大的"
"大勢","おおぜい","名","人数多"
"可笑しい","おかしい","形","可笑的、滑稽的；不正常；可疑的"
"侵す","おかす","他五","侵犯（国土、领域等）"
"犯す","おかす","他五","犯法、违反道德；强奸、施暴"
"冒す","おかす","他五","冒着危险、不顾困难；加害、带来伤害；亵渎"
"補う","おぎなう","他五","弥补"
"起きる","おきる","自上一","起床；不睡；离开病床；起身、站起来；发生、产生"
"奥","おく","名","里头、深处；后面；里屋、内宅、上房；胸中"
"億","おく","名","亿"
"置く","おく","自他五","摆、置；放置；放下、留下、丢下；购入以备出售；设置；任命、雇用；留在家住；寄存、"
"送る","おくる","他五","邮寄；派遣；送人、送行；吊唁、送别（死者）；渡过；依此传递、移动；送；标上假名"
"贈る","おくる","他五","赠送；授予（称号等）；报以、致以"
"遅れる","おくれる","自下一","迟到、赶不上；比预定晚；钟、表慢了"
"起こす，興す","おこす","他五","扶起；叫醒；翻起、弄起；开始；发动；生病；（思想、感情等）引起、惹起；发热、发电"
"行う","おこなう","他五","做、办；实施、举行"
"起る","おこる","自五","发生、产生；起因；兴起、起源；发热、发电；发病"
"怒る","おこる","自五","生气；训斥、呵斥"
"押さえる","おさえる","他下一","压、按、捂；堵；抓住"
"抑える","おさえる","他下一","抑制；压倒、凌驾；抑制感情；降低程度"
"幼い","おさない","形","幼小的；幼稚的"
"治まる","おさまる","自五","变得安定；止痛；心情平静"
"収まる","おさまる","自五","收纳、整齐地收好；解决、平息"
"納まる","おさまる","自五","缴纳；稳坐……的交椅；心满意足"
"修まる","おさまる","自五","端正"
"治める","おさめる","他下一","平定；统治、治理"
"収める","おさめる","他下一","收录；获得"
"納める","おさめる","他下一","接受；缴纳；结束"
"修める","おさめる","他下一","掌握学问；修、修养"
"惜しい","おしい","形","珍惜、可贵；可惜、委屈；遗憾"
"お爺さん","おじいさん","名","爷爷、祖父、外祖父"
"教える","おしえる","他下一","教、传授；告诉、指点"
"惜しむ","おしむ","他五","珍惜；认为可惜、吝啬；惋惜"
"おしゃべり","おしゃべり","形動，名，サ変","闲聊、聊天；多嘴多舌、健谈（的人）；议论、传言、风言风语"
"押す，推す，捺す","おす","他五","推、挤；压、碰；盖章；强行；压倒；顶住、不顾"
"お世辞","おせじ","名","恭维（话）、奉承（话）"
"汚染","おせん","名","污染"
"遅い","おそい","形","速度慢、迟缓；夜深；时间晚、迟"
"襲う","おそう","他五","袭击、侵袭；继承"
"恐れ入る","おそれいる","自五","不好意思；折服、佩服"
"恐れる","おそれる","自下一","害怕、畏惧；担心；敬畏"
"恐ろしい","おそろしい","形","可怕的；惊人的、非常的"
"教わる","おそわる","他五","收教、跟……学习"
"穏やか","おだやか","形動","平静、平稳；温和、安详"
"陥る","おちいる","自五","落入、掉进；陷入（不良）状态；中计"
"落ち着く","おちつく","自五","镇静、平心静气；稳定、安定；坐得稳；有头绪、有结果；（颜色、衣服等）淡雅"
"お茶","おちゃ","名","茶"
"落ちる","おちる","自上一","落下；崩溃、陷没；下、降；西沉、下山；脱落、褪色；漏掉；钱被用掉；落榜、落选；程"
"おっしゃる","おっしゃる","他五","说、称呼（敬语）"
"夫","おっと","名","丈夫"
"音","おと","名","（物体发出的）声响"
"弟","おとうと","名","弟弟"
"男","おとこ","名","男性、男子汉、大丈夫气质"
"陥れる","おとしいれる","他下一","使……陷入；陷害"
"落とす","おとす","他五","投下、扔下；弄掉、除掉；丢失、遗漏；减弱、降低；是陷入不好的状态；花钱；使落第；"
"訪れる","おとずれる","自下一","拜访；到来"
"一昨日","おととい","名","前天"
"一昨年","おととし","名","前年"
"大人","おとな","名","成人"
"大人しい","おとなしい","形","老实、温顺；（颜色）等素气"
"踊る","おどる","自五","跳舞；被操纵"
"驚く","おどろく","自五","惊讶、惊叹；吃惊、惊惶"
"同じ","おなじ","連体，形動","（性质、种类等）相同；一样的；相等；（用“同じ……なる”的形式表示）反正"
"鬼","おに","名","鬼怪；穷凶极恶的人"
"覚える","おぼえる","他下一","记忆；学习、掌握；感觉、感到"
"重い","おもい","形","重的；沉重的；重要的；（情况、程度等）重大的"
"思い出","おもいで","名","追忆、怀念"
"思う","おもう","他五","考虑；怀疑；推测；想象；感觉；期望；牵挂；爱慕；退出"
"面白い","おもしろい","形","有趣的；可笑的；（用否定的形式表示）情况不妙"
"玩具","おもちゃ","名","玩具；玩物"
"表","おもて","名","正面；家的正面；户外；棒球比赛的前半场；表面"
"親","おや","名","父母"
"泳ぐ","およぐ","自五","游泳；踉跄；栽倒；穿过；处世"
"及ぶ","およぶ","自五","达到；发展成；临到；匹敌；比得上；（用否定的形式表示）不需要、不必"
"降りる","おりる","自上一","（从交通工具中）下来；退位；半道退出；降霜等"
"下りる","おりる","自上一","降下；批准、发下来上锁"
"折る","おる","他五","折；折断；弯曲"
"降ろす","おろす","他五","让人下来；卸下；降旗；退位"
"下ろす","おろす","他五","放下、取下；风从高处刮下；落（发）；上锁；切鱼肉；擦丝；使用新产品；取出；打胎"
"終わる","おわる","自他五","完"
"音楽","おんがく","名","音乐"
"温度","おんど","名","温度"
"女","おんな","名","女性；情妇；女佣人"
"海外","かいがい","名","海外、外国"
"会議","かいぎ","名","会议"
"会計","かいけい","名","会计；付款、结帐"
"解決","かいけつ","名，サ変","解决"
"会合","かいごう","名，サ変","集合、集会、聚集"
"外交","がいこう","名","外交；推销"
"外向","がいこう","名","外向"
"外国","がいこく","名","外国"
"解散","かいさん","名，サ変","解决；组织解体；国会解散"
"開始","かいし","名，サ変","开始"
"会社","かいしゃ","名","公司"
"階段","かいだん","名","楼梯"
"解答","かいとう","名，サ変","解答"
"買い物","かいもの","名","买东西、买的东西；买得合算的东西"
"会話","かいわ","名，サ変","会话"
"買う","かう","他五","买；招、招致；惹起；主动承担；高度评价、赏识"
"返す","かえす","他五","归还；回报、回敬；报仇；回礼"
"かえって","かえって","副","反而；反倒"
"顧みる，省みる","かえりみる","他上一","回头看；回顾；反省；牵挂"
"返る","かえる","自五","复原；复归"
"帰る","かえる","自五","回来（去）；归去；（否定形式）死"
"代える","かえる","他下一","代替"
"換える","かえる","他下一","交换"
"替える","かえる","他下一","替换"
"変える","かえる","他下一","改变；移到别的地方"
"顔","かお","名","脸、表情"
"香る，薫る","かおる","自五","飘香"
"抱える","かかえる","他下一","用手抱；有麻烦事；雇"
"科学","かがく","名","科学"
"掲げる","かかげる","他下一","高举；登载；提出方针等"
"鏡","かがみ","名","镜子"
"掛かる","かかる","自五","悬、垂、吊；放在火上；降临、落到（身上）；锁着；放在上面；挂住、陷入；设置；靠着"
"拘わらず","かかわらず","連","尽管；不问、不管"
"関る","かかわる","自五","有关；拘泥"
"鍵","かぎ","名","钥匙；线索、关键"
"限る","かぎる","他五","限制、限于；最好；（否定的形式）不一定；未必"
"書く","かく","他五","写、画；写文章"
"隠す","かくす","他五","掩盖；隐藏、隐瞒"
"学生","がくせい","名","学生"
"学費","がくひ","名","学费"
"学歴","がくれき","名","学历"
"隠れる","かくれる","自下一","隐藏；躲藏；隐遁；作为借口"
"影","かげ","名","光；月光；倒影、影像；踪影、行踪；暗面"
"欠ける","かける","自下一","缺损；月蚀、日食；欠缺"
"掛ける","かける","他下一","垂下、悬、挂；放置火上；覆盖；洒；锁上、扣上；轻轻握住、搭着等；钩、钓；捆（箱子"
"加減","かげん","名，サ変","加法和减法；调节；事物的状态；健康状态；稍微"
"過去","かこ","名","过去；（人的）经历"
"囲む","かこむ","他五","围绕、环绕；包围"
"傘","かさ","名","伞"
"重ねる","かさねる","他下一","摞起、使重叠；反复、累积"
"飾る","かざる","他五","装饰；陈列；登载；修饰文章"
"菓子","かし","名","点心、糖果"
"貸す","かす","他五","借款、贷款；出租；帮助、出力"
"数","かず","名","数目、数"
"風","かぜ","名","风；架子、派头"
"風邪","かぜ","名","感冒"
"稼ぐ","かせぐ","自他五","做工赚钱；努力争取"
"数える","かぞえる","他下一","数数；列举"
"家族","かぞく","名","家族"
"肩","かた","名","肩膀；衣服的肩膀；器物的上方"
"固い","かたい","形","坚硬的；紧的；坚定的；严重的；确实的；顽固的"
"硬い","かたい","形","坚硬的；僵、硬；生涩的、生硬的；表情僵硬"
"堅い","かたい","形","坚实的；可以信赖的；严肃的"
"片付ける","かたづける","他下一","收拾；解决；嫁出去；除去妨碍者"
"固まる","かたまる","自五","凝固；集中到一处；确实、可靠"
"傾く","かたむく","自五","倾斜；（日、月）西沉；衰落；带有某种倾向"
"固める","かためる","他下一","使坚固；坚守；坚定；安定、稳定；归拢到一起"
"勝つ","かつ","自五","得胜；胜过、超过"
"学科","がっか","名","学科"
"がっかり","がっかり","副，サ変","失望的样子；非常疲劳的样子"
"担ぐ","かつぐ","他五","担负；推举；骗人、捉弄人；迷信"
"学校","がっこう","名","学校"
"勝手","かって","名，形動","厨房；生活状况；情形；样子、状况；任性、随便"
"悲しい","かなしい","形","悲伤的、可悲的"
"悲しむ","かなしむ","他五","悲伤、悲痛"
"必ず","かならず","副","一定"
"金","かね","名","金属；金钱"
"鞄","かばん","名","包"
"壁","かべ","名","墙；障碍、障碍物"
"我慢","がまん","名，サ変","忍耐"
"神","かみ","名","神"
"紙","かみ","名","纸；划拳时的纸"
"髪","かみ","名","头发；发型"
"雷","かみなり","名","雷"
"噛む","かむ","他五","咬、嚼；齿轮咬合；简易地说；（水）猛烈冲击；有关系的"
"痒い","かゆい","形","痒"
"通う","かよう","自五","上班、走读；交通工具往来；通往；心意相通；相似、相通"
"辛い","からい","形","辣的；咸的；严格的；严酷的"
"体","からだ","名","身体；身体状况"
"借りる","かりる","他上一","借钱、东西等；借助"
"軽い","かるい","形","轻的；轻快的；轻微的；轻松的；清淡、少量；容易的；轻率的"
"彼","かれ","名，代","他；情人（丈夫）"
"枯れる","かれる","自下一","枯萎；技艺等造诣精深、成熟"
"川，河","かわ","名","河、河流"
"皮，革","かわ","名","皮、表皮、皮革"
"側","がわ","名","一侧、一方面"
"可愛い","かわいい","形","可爱的；讨人喜欢的；小巧的"
"可哀相","かわいそう","形動","可怜的"
"渇く","かわく","自五","渴"
"代わる","かわる","自五","代替、取代"
"変わる","かわる","自五","变化；变更、转移；区别；特殊"
"缶","かん","名","（金属）筒、罐、罐头"
"考える","かんがえる","他下一","思考；深思熟虑；考虑；反省；精神准备、早做准备；决心；预见；想象；设法"
"感覚","かんかく","名","感觉"
"環境","かんきょう","名","环境"
"関係","かんけい","名","关系、有关；性关系"
"歓迎","かんげい","名，サ変","欢迎"
"漢字","かんじ","名","汉字"
"元日","がんじつ","名","元旦"
"感謝","かんしゃ","名，サ変","感谢"
"感情","かんじょう","名","感情"
"勘定","かんじょう","名，サ変","计算；付账、结帐；考虑、估计"
"感じる","かんじる","自他上一","感觉；感动；感触"
"関心","かんしん","名","关心"
"感心","かんしん","名，形動，サ変","佩服；赞赏"
"完全","かんぜん","名，形動","完全"
"感想","かんそう","名","感想"
"簡単","かんたん","名，形動","简单；简短"
"感動","かんどう","名，サ変","感动"
"観念","かんねん","名，サ変","观念；意识；断念、不抱希望"
"乾杯","かんぱい","名，サ変","干杯"
"頑張る","がんばる","自五","努力、全力以赴；主张、固守不动"
"管理","かんり","名，サ変","管理"
"木","き","名","树、木材"
"気","き","名","空气；气氛；风味、味道；意志；心情；意识；（用“……する気”的形式表示）准备做；"
"黄色","きいろ","名","黄色"
"議員","ぎいん","名","议院"
"消える","きえる","自下一","火熄灭、光消失等；消失；雪融化；感情、记忆等消失"
"記憶","きおく","名，サ変","记忆"
"機会","きかい","名","机会"
"機械","きかい","名","机械"
"危機","きき","名","危机"
"利く","きく","自五","有效；敏锐"
"効く","きく","自五","有效"
"聞く，聴く","きく","他五","听；听说；听从；遂愿；问、询问；闻（味）、品（尝）"
"危険","きけん","名，形動","危险"
"機嫌","きげん","名","安泰；心情、情绪"
"気候","きこう","名","气候、气象"
"聞こえる","きこえる","自下一","听得见；听起来似乎是……；有名；理解、同意"
"記者","きしゃ","名","记者"
"汽車","きしゃ","名","火车"
"傷","きず","名","伤；瑕疵；有损于、缺点、污点"
"築く","きずく","他五","修筑、构筑；确立、确定"
"犠牲","ぎせい","名","牺牲"
"季節","きせつ","名","季节"
"基礎","きそ","名","基础"
"規則","きそく","名","规则"
"北","きた","名","北、北方、北面"
"気体","きたい","名","气体"
"期待","きたい","名，サ変","期待、期望"
"汚い","きたない","形","脏的、不干净的；卑劣；卑鄙的；吝啬的"
"きちんと","きちんと","副","干净、整洁地；正确地；如期地；恰当地、妥切地"
"きつい","きつい","形","严厉、苛刻的；强烈的；严厉；紧的、瘦小的"
"切手","きって","名","邮票"
"きっと","きっと","副","一定、毫无疑问地；严厉地、严肃地"
"切符","きっぷ","名","票、券"
"記念","きねん","名，サ変","纪念"
"昨日","きのう","名","昨天；不久以前、过去"
"機能","きのう","名，サ変","机能"
